"","Date","Time","Latitude","Longitude","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","Year"
"22806","09/17/2015","04:02:10",-31.2244,-71.926,"Earthquake",15.97,3.5,NA,5.7,"MWR",NA,NA,101,0.603,4.4,0.64,"US20003KFT","US","US","GUC","Reviewed","2015"
"22807","09/17/2015","04:10:28",-31.5173,-71.804,"Earthquake",23,1.7,NA,6.7,"MWW",NA,NA,35,0.853,4.2,0.91,"US20003KFV","US","US","US","Reviewed","2015"
"22808","09/17/2015","04:26:39",-31.4167,-71.98,"Earthquake",17.62,3.1,NA,5.5,"MWR",0.048,42,86,0.797,5.1,0.69,"US20003KGI","US","US","US","Reviewed","2015"
"22809","09/17/2015","05:44:40",-31.8011,-72.1309,"Earthquake",10,1.7,NA,5.5,"MWR",0.048,41,40,1.201,5.2,0.62,"US20003KHN","US","US","US","Reviewed","2015"
"22810","09/17/2015","08:58:45",53.2985,159.7085,"Earthquake",68.09,5.1,NA,5.5,"MB",0.047,160,91,0.694,8.1,0.57,"US20003KJD","US","US","US","Reviewed","2015"
"22811","09/17/2015","12:14:35",-32.9149,-71.6064,"Earthquake",10,1.8,NA,5.9,"MWW",NA,NA,54,0.11,5.7,1.17,"US20003KKW","US","US","US","Reviewed","2015"
"22812","09/17/2015","13:32:26",-32.1432,-72.3779,"Earthquake",10,1.8,NA,5.9,"MWW",NA,NA,102,2.959,9.7,1.4,"US20003KL4","US","US","US","Reviewed","2015"
"22813","09/17/2015","14:19:16",-30.9102,-71.9829,"Earthquake",10,1.5,NA,5.7,"MWR",NA,NA,101,2.195,6.7,0.92,"US20003KLD","US","US","GUC","Reviewed","2015"
"22814","09/17/2015","20:40:32",-29.9614,-71.8851,"Earthquake",5.69,1.5,NA,5.5,"MWR",NA,NA,63,0.562,5.2,1.03,"US20003KWK","US","US","GUC","Reviewed","2015"
"22815","09/18/2015","08:18:18",-32.2292,-72.3678,"Earthquake",6,1.8,NA,5.6,"MWW",NA,NA,71,1.003,5.3,0.53,"US20003L55","US","US","US","Reviewed","2015"
"22816","09/18/2015","09:10:45",-32.3681,-72.2292,"Earthquake",8,1.7,NA,6.2,"MWW",NA,NA,48,0.821,4.4,0.95,"US20003L5D","US","US","US","Reviewed","2015"
"22817","09/18/2015","15:59:43",15.2767,-45.9886,"Earthquake",10,1.8,NA,6,"MWW",NA,NA,37,13.328,9.4,0.94,"US20003LC6","US","US","US","Reviewed","2015"
"22818","09/19/2015","05:06:47",-29.6411,-72.077,"Earthquake",6,1.7,NA,6.1,"MWW",NA,NA,95,0.779,4.6,0.81,"US20003LQL","US","US","US","Reviewed","2015"
"22819","09/19/2015","09:07:10",-31.0999,-71.5902,"Earthquake",28,1.7,NA,5.7,"MWW",NA,NA,67,0.426,4.7,1.17,"US20003LSQ","US","US","US","Reviewed","2015"
"22820","09/19/2015","12:52:21",-32.3335,-72.0629,"Earthquake",18,1.8,NA,6.2,"MWW",NA,NA,60,0.775,4.9,1.19,"US20003LUW","US","US","US","Reviewed","2015"
"22821","09/19/2015","13:08:58",-30.5256,-72.1984,"Earthquake",10,1.8,NA,5.6,"MWW",NA,NA,85,0.507,1.9,1.16,"US20003LV1","US","US","US","Reviewed","2015"
"22822","09/21/2015","05:39:35",-31.5757,-71.7431,"Earthquake",30,1.7,NA,6.1,"MWW",NA,NA,27,0.903,3.8,1.08,"US20003MCJ","US","US","US","Reviewed","2015"
"22823","09/21/2015","17:40:00",-31.7275,-71.3792,"Earthquake",35,1.8,NA,6.6,"MWW",NA,NA,14,1.064,6,0.79,"US20003MI0","US","US","US","Reviewed","2015"
"22824","09/21/2015","18:36:54",-31.0458,-71.82,"Earthquake",26.95,3.1,NA,5.5,"MWW",NA,NA,43,0.403,5.6,0.86,"US20003MIS","US","US","US","Reviewed","2015"
"22825","09/21/2015","19:56:09",-31.7819,-71.6407,"Earthquake",28.36,3.1,NA,5.6,"MWW",NA,NA,35,1.104,3.9,0.79,"US20003MJN","US","US","US","Reviewed","2015"
"22826","09/22/2015","07:13:01",-31.4441,-71.2653,"Earthquake",58,1.8,NA,6,"MWW",NA,NA,13,0.779,5.2,0.99,"US20003MSD","US","US","US","Reviewed","2015"
"22827","09/24/2015","13:48:58",50.7832,-130.2084,"Earthquake",10,1.8,NA,5.7,"MWW",NA,NA,77,1.326,2.8,1.39,"US20003NMZ","US","US","US","Reviewed","2015"
"22828","09/24/2015","15:53:28",-0.6212,131.2622,"Earthquake",18,1.7,NA,6.6,"MWW",NA,NA,13,2.486,6.4,1.13,"US20003NQR","US","US","US","Reviewed","2015"
"22829","09/24/2015","15:56:56",-10.1917,160.5201,"Earthquake",25.54,3.4,NA,5.8,"MWW",NA,NA,32,0.937,7.6,0.95,"US20003NR6","US","US","US","Reviewed","2015"
"22830","09/26/2015","02:51:19",-30.8148,-71.3217,"Earthquake",46,1.8,NA,6.3,"MWW",NA,NA,17,0.304,6,0.91,"US20003P9Y","US","US","US","Reviewed","2015"
"22831","09/26/2015","17:23:27",5.2649,123.7966,"Earthquake",516,1.9,NA,5.5,"MWB",0.056,31,31,2.521,6.3,1.06,"US20003PCI","US","US","US","Reviewed","2015"
"22832","09/26/2015","18:17:25",-6.278,151.6661,"Earthquake",2.93,2.6,NA,5.5,"MB",0.037,253,18,2.131,6.2,0.74,"US20003PCW","US","US","US","Reviewed","2015"
"22833","09/26/2015","21:40:35",-57.0947,-142.4382,"Earthquake",10,1.8,NA,5.9,"MWB",0.048,41,66,26.881,12.5,1.35,"US20003PDW","US","US","US","Reviewed","2015"
"22834","09/27/2015","02:56:14",-7.1772,129.6047,"Earthquake",107,1.8,NA,5.5,"MWW",NA,NA,17,1.86,6.3,1,"US20003PF6","US","US","US","Reviewed","2015"
"22835","09/28/2015","15:28:06",-23.8028,-66.6126,"Earthquake",219,1.8,NA,5.9,"MWW",NA,NA,27,1.669,7.7,0.81,"US20003PNW","US","US","US","Reviewed","2015"
"22836","09/30/2015","16:06:52",-56.1948,-27.7153,"Earthquake",101,1.8,NA,5.7,"MWW",NA,NA,35,5.372,9.2,0.85,"US10003J3J","US","US","US","Reviewed","2015"
"22837","10/03/2015","06:03:42",-37.4557,-73.6761,"Earthquake",14.53,3.4,NA,5.8,"MWW",NA,NA,118,2.02,3.8,0.84,"US10003JYN","US","US","US","Reviewed","2015"
"22838","10/03/2015","06:26:56",-30.301,-71.551,"Earthquake",38,1.8,NA,5.9,"MWW",NA,NA,57,0.378,4.1,0.75,"US10003JYT","US","US","US","Reviewed","2015"
"22839","10/04/2015","03:49:49",-30.3105,-72.1018,"Earthquake",5.89,2.9,NA,5.5,"MWW",NA,NA,87,0.541,5.4,0.72,"US10003K53","US","US","US","Reviewed","2015"
"22840","10/05/2015","16:33:27",-30.3035,-71.5318,"Earthquake",34,1.7,NA,5.9,"MWW",NA,NA,30,0.379,4.4,0.76,"US10003KG9","US","US","US","Reviewed","2015"
"22841","10/05/2015","17:35:55",51.9487,-179.2558,"Earthquake",90.82,3.4,NA,5.7,"MWW",NA,NA,33,0.3,5.6,0.97,"US10003KGQ","US","US","US","Reviewed","2015"
"22842","10/09/2015","18:27:37",-31.7323,-71.7325,"Earthquake",35,1.8,NA,5.5,"MWW",NA,NA,34,1.058,3.9,1.18,"US10003MJS","US","US","US","Reviewed","2015"
"22843","10/10/2015","08:56:05",-60.7167,-20.8492,"Earthquake",10,1.7,NA,5.5,"MWW",NA,NA,45,10.581,10.3,0.7,"US10003MNS","US","US","US","Reviewed","2015"
"22844","10/11/2015","00:58:27",-54.4856,-135.708,"Earthquake",10,1.7,NA,6.1,"MWW",NA,NA,27,30.68,6.2,0.86,"US10003MRV","US","US","US","Reviewed","2015"
"22845","10/12/2015","03:15:19",-31.1849,-71.8227,"Earthquake",21,1.8,NA,5.6,"MWW",NA,NA,45,0.534,5.1,0.89,"US10003MXA","US","US","US","Reviewed","2015"
"22846","10/12/2015","08:05:02",-40.5837,176.2884,"Earthquake",22,1.8,NA,5.6,"MWW",NA,NA,66,0.101,5.6,1.09,"US10003MXV","US","US","US","Reviewed","2015"
"22847","10/14/2015","05:43:08",48.8595,156.2259,"Earthquake",12,1.7,NA,6,"MWW",NA,NA,48,4.355,7.6,1.34,"US10003NIB","US","US","US","Reviewed","2015"
"22848","10/16/2015","06:38:26",55.5962,159.2114,"Earthquake",285,1.9,NA,5.6,"MWW",NA,NA,85,2.599,8.3,0.86,"US10003P25","US","US","US","Reviewed","2015"
"22849","10/17/2015","11:33:09",-25.4674,-64.4839,"Earthquake",17,1.7,NA,5.8,"MWW",NA,NA,37,4.201,6.8,0.79,"US10003PC9","US","US","US","Reviewed","2015"
"22850","10/17/2015","17:52:20",-42.6607,-82.4526,"Earthquake",10.13,3.6,NA,5.6,"MWW",NA,NA,76,7.707,9.9,0.76,"US10003PDI","US","US","US","Reviewed","2015"
"22851","10/18/2015","16:18:36",-16.2018,-173.2608,"Earthquake",12,1.7,NA,6,"MWW",NA,NA,23,10.603,9.4,1.01,"US10003PIE","US","US","US","Reviewed","2015"
"22852","10/19/2015","13:50:42",13.8654,120.6172,"Earthquake",106,1.8,NA,5.8,"MWW",NA,NA,28,8.33,7.5,0.97,"US10003PNB","US","US","US","Reviewed","2015"
"22853","10/20/2015","09:29:09",27.0743,140.2123,"Earthquake",304,1.8,NA,5.7,"MWW",NA,NA,18,1.758,7,1.05,"US10003PV2","US","US","US","Reviewed","2015"
"22854","10/20/2015","20:33:12",-57.4332,-65.8872,"Earthquake",9.08,3.2,NA,5.6,"MWW",NA,NA,49,2.689,7.5,0.89,"US10003PZW","US","US","US","Reviewed","2015"
"22855","10/20/2015","21:52:03",-14.8595,167.3028,"Earthquake",135,1.8,NA,7.1,"MWW",NA,NA,11,0.592,4.3,1.02,"US10003Q0Q","US","US","US","Reviewed","2015"
"22856","10/23/2015","00:27:40",29.6377,70.326,"Earthquake",11,1.8,NA,5.6,"MWW",NA,NA,38,4.722,7.9,0.88,"US10003QV5","US","US","US","Reviewed","2015"
"22857","10/23/2015","01:40:06",-54.2258,6.1653,"Earthquake",11,1.8,NA,6.2,"MWW",NA,NA,38,17.944,10.8,0.8,"US10003QVC","US","US","US","Reviewed","2015"
"22858","10/23/2015","04:04:18",-45.8146,37.1711,"Earthquake",10,1.7,NA,6,"MWW",NA,NA,23,10.221,9.5,0.94,"US10003QVH","US","US","US","Reviewed","2015"
"22859","10/23/2015","22:03:23",-2.1661,138.2666,"Earthquake",8,1.7,NA,5.8,"MWW",NA,NA,14,2.46,6.4,1.01,"US10003R43","US","US","US","Reviewed","2015"
"22860","10/24/2015","17:31:19",-30.2199,-179.3319,"Earthquake",313.68,3.9,NA,5.5,"MWB",0.078,16,56,1.559,6.2,1.01,"US10003R6Y","US","US","US","Reviewed","2015"
"22861","10/25/2015","14:58:58",-29.3334,-177.7961,"Earthquake",10,1.7,NA,5.8,"MWW",NA,NA,22,0.145,7,0.83,"US10003RBC","US","US","US","Reviewed","2015"
"22862","10/26/2015","09:09:32",36.459,70.6847,"Earthquake",206.94,4.6,NA,5.9,"MB",0.053,133,18,0.671,6.5,1.11,"US100042N2","US","US","US","Reviewed","2015"
"22863","10/26/2015","09:09:43",36.5244,70.3676,"Earthquake",231,1.9,NA,7.5,"MWW",NA,NA,18,0.622,6.7,1.43,"US10003RE5","US","US","US","Reviewed","2015"
"22864","10/28/2015","20:46:40",-10.9788,166.3796,"Earthquake",141,1.8,NA,5.8,"MWW",NA,NA,21,4.513,7.5,0.93,"US200040B8","US","US","US","Reviewed","2015"
"22865","11/01/2015","15:16:17",-23.2468,-68.4169,"Earthquake",111,1.8,NA,5.8,"MWW",NA,NA,31,0.366,5.9,0.97,"US2000416S","US","US","US","Reviewed","2015"
"22866","11/01/2015","21:09:41",22.7548,121.6561,"Earthquake",7,1.8,NA,5.5,"MWW",NA,NA,39,0.535,5.4,0.99,"US2000417S","US","US","US","Reviewed","2015"
"22867","11/02/2015","08:15:34",51.5815,-173.3339,"Earthquake",13,1.8,NA,5.8,"MWW",NA,NA,64,0.84,4.8,1.05,"US200041A0","US","US","US","Reviewed","2015"
"22868","11/03/2015","21:25:02",-8.2825,124.9069,"Earthquake",10.27,3,NA,5.7,"MWW",NA,NA,37,1.594,6.2,0.95,"US200041RK","US","US","US","Reviewed","2015"
"22869","11/04/2015","03:44:15",-8.3381,124.8754,"Earthquake",20,1.8,NA,6.5,"MWW",NA,NA,21,1.53,5.4,0.83,"US200041TY","US","US","US","Reviewed","2015"
"22870","11/04/2015","05:52:28",-3.5489,149.7071,"Earthquake",10,1.8,NA,5.6,"MWW",NA,NA,40,2.532,6.7,1.06,"US200041UL","US","US","US","Reviewed","2015"
"22871","11/05/2015","16:32:39",-3.7259,150.9036,"Earthquake",10,1.8,NA,5.5,"MWW",NA,NA,57,1.339,7,1.12,"US10003UWK","US","US","US","Reviewed","2015"
"22872","11/07/2015","07:04:31",-29.4642,-72.3015,"Earthquake",13,1.8,NA,6.2,"MWW",NA,NA,111,1.029,6.5,0.79,"US10003VGI","US","US","US","Reviewed","2015"
"22873","11/07/2015","07:31:44",-30.8796,-71.4519,"Earthquake",46,1.8,NA,6.8,"MWW",NA,NA,41,0.258,4.4,0.76,"US10003VGT","US","US","US","Reviewed","2015"
"22874","11/07/2015","10:53:44",-30.7227,-71.3904,"Earthquake",42,1.8,NA,5.7,"MWW",NA,NA,56,0.216,5.7,0.62,"US10003VIJ","US","US","US","Reviewed","2015"
"22875","11/07/2015","19:40:14",16.4895,119.8464,"Earthquake",37,1.8,NA,5.5,"MWW",NA,NA,27,6.401,6.9,0.84,"US10003VL4","US","US","US","Reviewed","2015"
"22876","11/08/2015","08:13:37",-17.3194,-69.4287,"Earthquake",159.86,4.8,NA,5.7,"MWW",NA,NA,95,1.013,7.7,0.72,"US10003VP7","US","US","US","Reviewed","2015"
"22877","11/08/2015","09:34:57",0.7863,98.8905,"Earthquake",69,1.8,NA,5.7,"MWW",NA,NA,29,1.411,6.4,0.88,"US10003VPH","US","US","US","Reviewed","2015"
"22878","11/08/2015","10:42:02",6.8782,94.5455,"Earthquake",8,1.7,NA,5.5,"MWW",NA,NA,29,2.896,7.4,0.9,"US10003VPZ","US","US","US","Reviewed","2015"
"22879","11/08/2015","10:46:17",51.5002,-172.9113,"Earthquake",16,1.8,NA,5.6,"MWW",NA,NA,89,1.069,5.3,1.3,"US10003VQ1","US","US","US","Reviewed","2015"
"22880","11/08/2015","11:33:15",51.5345,-172.9785,"Earthquake",20,1.8,NA,5.7,"MWW",NA,NA,77,1.015,5.3,1.16,"US10003VQ9","US","US","US","Reviewed","2015"
"22881","11/08/2015","16:47:02",6.8431,94.648,"Earthquake",10,1.7,NA,6.6,"MWW",NA,NA,31,2.792,5.6,1.23,"US10003VRY","US","US","US","Reviewed","2015"
"22882","11/08/2015","19:14:47",6.984,94.534,"Earthquake",10,1.8,NA,5.6,"MWC",NA,NA,47,2.966,9.3,1.11,"US10003VSP","US","US","GCMT","Reviewed","2015"
"22883","11/09/2015","08:12:46",6.4078,94.8019,"Earthquake",10,1.7,NA,5.5,"MWW",NA,NA,31,2.434,5.2,1.24,"US10003VXC","US","US","US","Reviewed","2015"
"22884","11/09/2015","16:03:46",51.6394,-173.0746,"Earthquake",15,1.8,NA,6.5,"MWW",NA,NA,39,0.897,2.4,0.86,"US10003VYX","US","US","US","Reviewed","2015"
"22885","11/11/2015","00:26:58",6.2386,147.6443,"Earthquake",13,1.7,NA,5.6,"MWW",NA,NA,20,7.799,8.2,0.9,"US10003X8B","US","US","US","Reviewed","2015"
"22886","11/11/2015","01:54:39",-29.5067,-72.0068,"Earthquake",12,1.7,NA,6.9,"MWW",NA,NA,32,0.784,4.3,1.08,"US10003X8T","US","US","US","Reviewed","2015"
"22887","11/11/2015","02:46:20",-29.5097,-72.0585,"Earthquake",10,1.7,NA,6.9,"MWW",NA,NA,43,0.821,5.1,1.18,"US10003X9G","US","US","US","Reviewed","2015"
"22888","11/11/2015","06:26:34",-9.1387,-108.6442,"Earthquake",10,1.8,NA,5.6,"MWB",0.063,24,100,17.905,13.4,0.62,"US10003XAF","US","US","US","Reviewed","2015"
"22889","11/11/2015","11:45:24",-8.9416,110.2187,"Earthquake",83.02,4.1,NA,5.5,"MWW",NA,NA,35,1.066,6.5,1.49,"US10003XD3","US","US","US","Reviewed","2015"
"22890","11/11/2015","23:36:19",-7.2493,128.93,"Earthquake",126,1.8,NA,5.8,"MWW",NA,NA,19,2.458,6.5,1.03,"US10003XNI","US","US","US","Reviewed","2015"
"22891","11/13/2015","06:04:17",-29.8492,-64.4985,"Earthquake",27,1.8,NA,5.6,"MWW",NA,NA,31,3.981,7,0.9,"US10003XZV","US","US","US","Reviewed","2015"
"22892","11/13/2015","20:51:31",31.0009,128.8729,"Earthquake",12,1.7,NA,6.7,"MWW",NA,NA,17,1.444,5.9,1.25,"US10003Y71","US","US","US","Reviewed","2015"
"22893","11/14/2015","19:20:21",31.4417,128.8428,"Earthquake",10,1.7,NA,5.7,"MWW",NA,NA,22,1.377,5.8,0.76,"US10003YDZ","US","US","US","Reviewed","2015"
"22894","11/16/2015","00:39:34",17.8398,-81.8219,"Earthquake",6.71,3.2,NA,5.8,"MWW",NA,NA,17,1.585,5.3,1.09,"US10003YJY","US","US","US","Reviewed","2015"
"22895","11/16/2015","16:49:14",48.3334,154.2439,"Earthquake",34,1.7,NA,5.9,"MWW",NA,NA,16,5.259,8.1,0.76,"US10003YR1","US","US","US","Reviewed","2015"
"22897","11/17/2015","17:29:36",40.3762,73.2038,"Earthquake",18,1.7,NA,5.6,"MWW",NA,NA,18,1.397,1.7,0.73,"US10003YZT","US","US","US","Reviewed","2015"
"22898","11/18/2015","18:31:05",-8.8994,158.4217,"Earthquake",12.59,2.7,NA,6.8,"MWW",NA,NA,19,1.599,7.7,0.85,"US10003ZCP","US","US","US","Reviewed","2015"
"22899","11/20/2015","05:31:52",26.3565,142.6429,"Earthquake",14,1.8,NA,5.8,"MWW",NA,NA,44,0.842,2.9,0.9,"US10003ZRF","US","US","US","Reviewed","2015"
"22900","11/21/2015","09:06:13",-7.1484,129.9375,"Earthquake",82,1.6,NA,6.1,"MWW",NA,NA,17,4.79,5.8,0.87,"US1000402T","US","US","US","Reviewed","2015"
"22901","11/21/2015","23:05:31",-30.5754,-71.7676,"Earthquake",27,1.7,NA,5.8,"MWW",NA,NA,43,0.15,5.6,0.91,"US10004077","US","US","US","Reviewed","2015"
"22902","11/22/2015","18:16:05",36.4344,71.4233,"Earthquake",102,1.9,NA,5.7,"MWW",NA,NA,16,0.968,6.4,1.27,"US100040CT","US","US","US","Reviewed","2015"
"22903","11/23/2015","20:41:22",16.9762,-98.9116,"Earthquake",34,1.1,NA,5.6,"MWW",NA,NA,83,0.67,2.7,1.36,"US100040IY","US","US","US","Reviewed","2015"
"22904","11/24/2015","13:21:36",18.7787,145.2659,"Earthquake",586.88,3.5,NA,6,"MWW",NA,NA,11,2.461,9.1,0.82,"US100040Q8","US","US","US","Reviewed","2015"
"22905","11/24/2015","20:45:02",-0.0981,-17.834,"Earthquake",10,1.8,NA,5.5,"MWB",0.065,23,33,8.372,9.6,0.88,"US100040UV","US","US","US","Reviewed","2015"
"22906","11/24/2015","22:45:39",-10.5372,-70.9437,"Earthquake",606.21,3.2,NA,7.6,"MWW",NA,NA,10,3.287,8.5,1.36,"US100040WW","US","US","US","Reviewed","2015"
"22907","11/24/2015","22:50:54",-10.0598,-71.0184,"Earthquake",620.56,3.1,NA,7.6,"MWW",NA,NA,10,2.852,8.5,1,"US100040X6","US","US","US","Reviewed","2015"
"22908","11/25/2015","18:57:42",1.4305,126.2904,"Earthquake",33.16,3,NA,5.7,"MWW",NA,NA,20,1.259,6.6,0.98,"US100041AY","US","US","US","Reviewed","2015"
"22909","11/26/2015","05:45:18",-9.1825,-71.2574,"Earthquake",602.75,3.2,NA,6.7,"MWW",NA,NA,19,2.033,8.8,1.06,"US100041F1","US","US","US","Reviewed","2015"
"22910","11/27/2015","11:46:27",13.0906,-88.9476,"Earthquake",52,1.9,NA,5.6,"MWW",NA,NA,43,0.653,6.3,1.07,"US100041Q5","US","US","US","Reviewed","2015"
"22911","11/27/2015","21:00:23",-24.828,-70.6009,"Earthquake",34,1.7,NA,6.2,"MWW",NA,NA,44,0.269,5.6,1.2,"US100041T7","US","US","US","Reviewed","2015"
"22912","11/28/2015","02:51:08",43.3856,146.4353,"Earthquake",69,1.8,NA,5.6,"MWW",NA,NA,18,2.777,7.5,0.87,"US100041U7","US","US","US","Reviewed","2015"
"22913","11/28/2015","05:44:40",-30.3688,-72.151,"Earthquake",10,1.8,NA,5.6,"MWW",NA,NA,53,0.539,3.6,0.84,"US100041UI","US","US","US","Reviewed","2015"
"22914","11/29/2015","18:52:49",-23.5597,-64.6521,"Earthquake",11,1.8,NA,5.8,"MWW",NA,NA,27,4.033,7,1.22,"US1000421X","US","US","US","Reviewed","2015"
"22915","11/29/2015","18:56:22",-23.4779,-64.5862,"Earthquake",10,1.8,NA,5.5,"MB",0.081,53,45,4.075,5.6,0.89,"US100042ZP","US","US","US","Reviewed","2015"
"22916","11/30/2015","20:19:05",-8.791,67.6967,"Earthquake",10,1.8,NA,5.5,"MWB",0.042,55,59,4.904,6.6,0.95,"US1000429G","US","US","US","Reviewed","2015"
"22917","12/01/2015","17:08:25",-14.8839,-176.5573,"Earthquake",10,1.8,NA,5.8,"MWW",NA,NA,43,4.731,7.5,1.47,"US100042GV","US","US","US","Reviewed","2015"
"22918","12/04/2015","22:25:00",-47.6165,85.0913,"Earthquake",35,1.8,NA,7.1,"MWW",NA,NA,8,10.034,8,1.42,"US100043Z2","US","US","US","Reviewed","2015"
"22919","12/06/2015","17:09:29",-18.1602,-178.694,"Earthquake",547,1.9,NA,5.6,"MWW",NA,NA,31,3.124,10,1.27,"US100044GF","US","US","US","Reviewed","2015"
"22920","12/07/2015","07:50:06",38.2107,72.7797,"Earthquake",22,1.7,NA,7.2,"MWW",NA,NA,18,1.116,5.5,0.94,"US100044K6","US","US","US","Reviewed","2015"
"22921","12/07/2015","07:51:11",-31.3985,-71.2624,"Earthquake",49.53,4.2,NA,5.5,"MWR",NA,NA,57,0.743,5.2,0.91,"US100044K5","US","US","GUC","Reviewed","2015"
"22922","12/07/2015","08:30:57",41.7307,74.6053,"Earthquake",21.53,3.2,NA,5.5,"MB",0.032,338,41,0.909,4.6,0.72,"US100044KM","US","US","US","Reviewed","2015"
"22923","12/07/2015","22:53:35",14.2197,-90.8905,"Earthquake",84,1.8,NA,5.7,"MWW",NA,NA,31,0.836,7.2,1.48,"US100044XH","US","US","US","Reviewed","2015"
"22924","12/08/2015","12:56:07",-30.8096,-71.7519,"Earthquake",25,1.7,NA,5.6,"MWW",NA,NA,48,0.168,2.9,0.75,"US1000454P","US","US","US","Reviewed","2015"
"22925","12/09/2015","10:21:49",-4.1064,129.5079,"Earthquake",21,1.7,NA,6.9,"MWW",NA,NA,14,2.979,5.8,0.86,"US20004FT7","US","US","US","Reviewed","2015"
"22926","12/09/2015","12:58:02",-16.7374,175.2475,"Earthquake",10,1.8,NA,6.1,"MWW",NA,NA,65,2.861,7.8,0.8,"US20004FUZ","US","US","US","Reviewed","2015"
"22927","12/10/2015","00:09:33",-35.8838,-73.2763,"Earthquake",10,1.7,NA,5.5,"MWW",NA,NA,96,1.402,6.3,0.7,"US20004G1P","US","US","US","Reviewed","2015"
"22928","12/10/2015","12:05:15",-58.88,-23.9062,"Earthquake",10,1.7,NA,5.7,"MWW",NA,NA,32,8.328,3.5,1.03,"US20004G40","US","US","US","Reviewed","2015"
"22929","12/12/2015","23:32:55",-41.1083,-90.0703,"Earthquake",10,1.7,NA,5.5,"MWB",0.057,30,63,12.473,10.8,0.88,"US20004GTZ","US","US","US","Reviewed","2015"
"22930","12/17/2015","19:49:53",15.8015,-93.633,"Earthquake",85,1.8,NA,6.6,"MWW",NA,NA,35,0.41,4.9,1.37,"US100047ZQ","US","US","US","Reviewed","2015"
"22931","12/19/2015","02:10:53",-18.3819,169.3857,"Earthquake",10,1.7,NA,6,"MWW",NA,NA,22,3.125,6.8,0.87,"US1000489I","US","US","US","Reviewed","2015"
"22932","12/19/2015","15:03:36",-8.3684,107.0225,"Earthquake",27,1.8,NA,5.7,"MWW",NA,NA,87,2.496,6.7,1.4,"US100048D4","US","US","US","Reviewed","2015"
"22933","12/19/2015","19:25:06",-30.6053,-71.3057,"Earthquake",48.34,2.9,NA,5.8,"MWW",NA,NA,16,0.291,5.7,0.96,"US100048DU","US","US","US","Reviewed","2015"
"22934","12/20/2015","18:47:37",3.6455,117.6359,"Earthquake",14,1.7,NA,6.1,"MWW",NA,NA,70,1.748,5.4,0.84,"US100048HC","US","US","US","Reviewed","2015"
"22935","12/21/2015","15:44:05",-4.4354,151.9782,"Earthquake",162,1.3,NA,5.7,"MWB",0.05,38,33,0.136,6.9,0.68,"US100048LK","US","US","US","Reviewed","2015"
"22936","12/23/2015","16:55:09",-54.1759,-1.4943,"Earthquake",10,1.7,NA,5.8,"MWW",NA,NA,38,17.573,11.1,1.02,"US1000493B","US","US","US","Reviewed","2015"
"22937","12/24/2015","19:44:03",-55.755,-123.1158,"Earthquake",12.28,3.2,NA,6.2,"MWW",NA,NA,36,27.97,12,1.24,"US100049CE","US","US","US","Reviewed","2015"
"22938","12/24/2015","23:10:58",-7.2182,128.9775,"Earthquake",119,1.8,NA,5.8,"MWW",NA,NA,13,2.423,5.9,1.32,"US100049DQ","US","US","US","Reviewed","2015"
"22939","12/25/2015","17:58:05",-40.7281,-86.4356,"Earthquake",10,1.9,NA,5.8,"MWW",NA,NA,132,9.813,10.2,1.33,"US100049HF","US","US","US","Reviewed","2015"
"22940","12/25/2015","19:14:47",36.4935,71.1263,"Earthquake",206,1.8,NA,6.3,"MWW",NA,NA,17,0.77,5,0.91,"US100049I1","US","US","US","Reviewed","2015"
"22941","12/28/2015","06:55:30",14.6571,-61.3454,"Earthquake",150,1.8,NA,5.6,"MWW",NA,NA,19,0.207,6.4,0.78,"US10004A1V","US","US","US","Reviewed","2015"
"22942","12/29/2015","01:51:42",-6.2452,154.7595,"Earthquake",30,1.8,NA,5.8,"MWW",NA,NA,21,3.293,7.5,0.87,"US10004A6N","US","US","US","Reviewed","2015"
"22943","12/31/2015","10:56:58",11.1535,-86.6205,"Earthquake",20,1.8,NA,5.8,"MWW",NA,NA,72,1.097,6,1.44,"US10004AKG","US","US","US","Reviewed","2015"
"22944","01/01/2016","02:00:40",-50.5575,139.4489,"Earthquake",10,1.6,NA,6.3,"MWW",NA,NA,19,9.361,6.9,0.88,"US10004ANT","US","US","US","Reviewed","2016"
"22945","01/01/2016","15:02:17",-28.6278,-177.281,"Earthquake",34,1.2,NA,5.8,"MWW",NA,NA,62,0.837,7.8,1.28,"US10004AQY","US","US","US","Reviewed","2016"
"22946","01/02/2016","04:22:20",44.8069,129.9406,"Earthquake",585.47,3.6,NA,5.8,"MWW",NA,NA,12,0.311,8.1,0.89,"US10004ATB","US","US","US","Reviewed","2016"
"22947","01/03/2016","23:05:22",24.8036,93.6505,"Earthquake",55,1.8,NA,6.7,"MWW",NA,NA,16,1.794,4.5,1.01,"US10004B2N","US","US","US","Reviewed","2016"
"22948","01/05/2016","02:21:11",30.6132,132.7337,"Earthquake",4.71,3.2,NA,5.8,"MWW",NA,NA,29,2.151,2,0.48,"US10004BEN","US","US","US","Reviewed","2016"
